name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Matt Kemp,kempma01,['The Bison'],The Bison,,,,,
Tony Kemp,kempto01,"['Kempy', 'Chieng']",Kempy,Chieng,,,,
Howie Kendrick,kendrho01,['Truck'],Truck,,,,,
Ed Kenna,kennaed01,['The Pitching Poet'],The Pitching Poet,,,,,
Eddie Kenna,kennaed02,['Scrap Iron'],Scrap Iron,,,,,
Bill Kennedy,kennebi02,['Lefty'],Lefty,,,,,
Ian Kennedy,kenneia01,"['IPK', 'Budda', 'E']",IPK,Budda,E,,,
John Kennedy,kennejo03,['SuperSub'],SuperSub,,,,,
Sherman Kennedy,kennesn01,['Snapper'],Snapper,,,,,
Duke Kenworthy,kenwobi01,['Iron Duke'],Iron Duke,,,,,
Max Kepler,keplema01,['Rozycki'],Rozycki,,,,,
Orie Kerlin,kerlior01,['Cy'],Cy,,,,,
Clayton Kershaw,kershcl01,"['The Claw', 'Kid K', 'The Minotaur', 'Kersh']",The Claw,Kid K,The Minotaur,Kersh,,
Henry Kessler,kesslhe01,['Lucky'],Lucky,,,,,
Dallas Keuchel,keuchda01,"['David Burd', 'Big D']",David Burd,Big D,,,,
Horace Kibbie,kibbiho01,['Hod'],Hod,,,,,
Jack Kibble,kibblja01,['Happy'],Happy,,,,,
Spencer Kieboom,kiebosp01,['Boomer'],Boomer,,,,,
Joe Kiefer,kiefejo01,"['Harlem Joe', 'Smoke']",Harlem Joe,Smoke,,,,
Leo Kiely,kielyle01,['Kiki'],Kiki,,,,,
Kevin Kiermaier,kiermke01,"['Outlaw', 'KK']",Outlaw,KK,,,,
Yusei Kikuchi,kikucyu01,['U Say'],U Say,,,,,
Harmon Killebrew,killeha01,['Killer'],Killer,,,,,
Bill Killefer,killebi01,['Reindeer Bill'],Reindeer Bill,,,,,
Frank Killen,killefr01,['Lefty'],Lefty,,,,,
Ed Killian,killied01,['Twilight Ed'],Twilight Ed,,,,,
Matt Kilroy,kilroma01,['Matches'],Matches,,,,,
Hyun Soo Kim,kimhy01,"['Hitting Machine', 'Iron Man']",Hitting Machine,Iron Man,,,,
Kwang Hyun Kim,kimkw01,['KK'],KK,,,,,
Harry Kimberlin,kimbeha01,"['Murphy', 'Mule Trader']",Murphy,Mule Trader,,,,
Craig Kimbrel,kimbrcr01,['Dirty Craig'],Dirty Craig,,,,,
Hal Kime,kimeha01,['Lefty'],Lefty,,,,,
Jerry Kindall,kindaje01,['Slim'],Slim,,,,,
Ellis Kinder,kindeel01,['Old Folks'],Old Folks,,,,,
Isiah Kiner-Falefa,kineris01,"['Hawaiian Hustle', 'Izzy']",Hawaiian Hustle,Izzy,,,,
Lynn King,kingly01,['Dig'],Dig,,,,,
Nelson King,kingne01,['Nellie'],Nellie,,,,,
Ray King,kingra01,['Burger'],Burger,,,,,
Scott Kingery,kingesc01,"['Scotty Jetpacks', 'Jetpax']",Scotty Jetpacks,Jetpax,,,,
Dave Kingman,kingmda01,"['Kong', 'Sky King']",Kong,Sky King,,,,
Tyler Kinley,kinlety01,['TK'],TK,,,,,
Bob Kinsella,kinsebo01,['Red'],Red,,,,,
Ed Kinsella,kinseed01,['Rube'],Rube,,,,,
Ian Kinsler,kinslia01,"['Bootsie', 'Kins']",Bootsie,Kins,,,,
Brandon Kintzler,kintzbr01,['Salt'],Salt,,,,,
Harry Kinzy,kinzyha01,['Slim'],Slim,,,,,
Jason Kipnis,kipnija01,"['Dirtbag', 'Kip']",Dirtbag,Kip,,,,
Bob Kipper,kippebo01,['Round Tripper'],Round Tripper,,,,,
Ed Kippert,kippeed01,['Kickapoo'],Kickapoo,,,,,
Alejandro Kirk,kirkal01,['Captain Kirk'],Captain Kirk,,,,,
Ed Kirkpatrick,kirkped01,['Spanky'],Spanky,,,,,
Harry Kirsch,kirscha01,['Casey'],Casey,,,,,
Bill Kissinger,kissibi01,"['Shang', 'Shaney']",Shang,Shaney,,,,
Andrew Kittredge,kittran01,['Kitt'],Kitt,,,,,
Malachi Kittridge,kittrma01,['Jedediah'],Jedediah,,,,,
Patrick Kivlehan,kivlepa01,['Believe'],Believe,,,,,
Hugo Klaerner,klaerhu01,['Dutch'],Dutch,,,,,
Al Klawitter,klawial01,['Dutch'],Dutch,,,,,
Ollie Klee,kleeol01,['Babe'],Babe,,,,,
Norbert Kleinke,kleinnu01,['Nub'],Nub,,,,,
Ed Klepfer,klepfed01,['Big Ed'],Big Ed,,,,,
Ed Klieman,kliemed01,"['Specs', 'Babe']",Specs,Babe,,,,
Bob Kline,klinebo01,['Junior'],Junior,,,,,
Branden Kline,klinebr01,['BK'],BK,,,,,
Johnny Kling,klingjo01,['Noisy'],Noisy,,,,,
Fred Klobedanz,klobefr01,['Duke'],Duke,,,,,
Stan Klopp,kloppst01,['Betz'],Betz,,,,,
John Kloza,klozana01,['Nap'],Nap,,,,,
Corey Kluber,klubeco01,"['Klubot', 'Hans Kluber', 'Klubes']",Klubot,Hans Kluber,Klubes,,,
Ted Kluszewski,kluszte01,['Big Klu'],Big Klu,,,,,
Otto Knabe,knabeot01,['Dutch'],Dutch,,,,,
Andrew Knapp,knappan01,"['California Kid', 'Knapp Time']",California Kid,Knapp Time,,,,
Corey Knebel,knebeco01,['Bird Dog'],Bird Dog,,,,,
Elmer Knetzer,knetzel01,['Baron'],Baron,,,,,
Joe Knight,knighjo01,['Quiet Joe'],Quiet Joe,,,,,
John Knight,knighjo02,['Schoolboy'],Schoolboy,,,,,
Andrew Knizner,kniznan01,['Kiz'],Kiz,,,,,
Chuck Knoblauch,knoblch01,"['Knobby', 'Skippy']",Knobby,Skippy,,,,
Ray Knode,knodera01,['Bob'],Bob,,,,,
Ed Knouff,knoufed01,['Fred'],Fred,,,,,
Jimmy Knowles,knowlji01,['Darby'],Darby,,,,,
Tom Knowlson,knowlto01,['Doc'],Doc,,,,,
Andy Knox,knoxan01,['Dasher'],Dasher,,,,,
Cliff Knox,knoxcl01,['Bud'],Bud,,,,,
Guido Knudson,knudsgu01,"['Geets', 'G-Man']",Geets,G-Man,,,,
Kevin Kobel,kobelke01,"['Spaceman', 'Captain Krypton', 'Goofy']",Spaceman,Captain Krypton,Goofy,,,
Tom Koehler,koehlto01,"['TK', 'Big Salad']",TK,Big Salad,,,,
Elmer Koestner,koestel01,['Bob'],Bob,,,,,
Joe Kohlman,kohlmjo01,['Blackie'],Blackie,,,,,
Adam Kolarek,kolarad01,['AK'],AK,,,,,
Don Kolloway,kollodo01,"['Butch', 'Cab']",Butch,Cab,,,,
Ray Kolp,kolpra01,['Jockey'],Jockey,,,,,
Karl Kolseth,kolseka01,['Koley'],Koley,,,,,
Fred Kommers,kommefr01,['Bugs'],Bugs,,,,,
Paul Konerko,konerpa01,['Paulie'],Paulie,,,,,
Ed Konetchy,koneted01,['Big Ed'],Big Ed,,,,,
Alex Konikowski,konikal01,['Whitey'],Whitey,,,,,
George Kontos,kontoge01,['Spartan'],Spartan,,,,,
Jerry Koosman,koosmje01,['Kooz'],Kooz,,,,,
George Kopacz,kopacge01,['Sonny'],Sonny,,,,,
Michael Kopech,kopecmi01,['Kopey'],Kopey,,,,,
Merlin Kopp,koppme01,['Manny'],Manny,,,,,
Steve Korcheck,korchst01,['Hoss'],Hoss,,,,,
Art Kores,koresar01,['Dutch'],Dutch,,,,,
George Korince,koringe01,['Moose'],Moose,,,,,
Jim Korwan,korwaji01,['Long Jim'],Long Jim,,,,,
Clem Koshorek,koshocl01,['Scooter'],Scooter,,,,,
Bill Koski,koskibi01,['T-Bone'],T-Bone,,,,,
Fred Koster,kostefr01,['Fritz'],Fritz,,,,,
Mark Kotsay,kotsama01,['Kots'],Kots,,,,,
Sandy Koufax,koufasa01,['The Left Arm of God'],The Left Arm of God,,,,,
Ernie Koy,koyer01,['Chief'],Chief,,,,,
Joe Kracher,krachjo01,['Jug'],Jug,,,,,
Clarence Kraft,kraftcl01,['Big Boy'],Big Boy,,,,,
Steve Kraly,kralyst01,['Lefty'],Lefty,,,,,
Ed Kranepool,kraneed01,['The Krane'],The Krane,,,,,
Gene Krapp,krappge01,['Rubber Arm'],Rubber Arm,,,,,
Erik Kratz,kratzer01,['Kratzy'],Kratzy,,,,,
Jack Kraus,krausja01,"['Tex', 'Texas Jack']",Tex,Texas Jack,,,,
Harry Krause,krausha01,['Hal'],Hal,,,,,
Danny Kravitz,kravida01,"['Dusty', 'Beak']",Dusty,Beak,,,,
Ralph Kreitz,kreitra01,['Red'],Red,,,,,
Ray Kremer,kremera01,['Wiz'],Wiz,,,,,
Lou Kretlow,kretllo01,['Lena'],Lena,,,,,
Kurt Krieger,kriegku01,['Dutch'],Dutch,,,,,
Howie Krist,kristho01,['Spud'],Spud,,,,,
Ian Krol,krolia01,['King Krol'],King Krol,,,,,
Otto Krueger,kruegot01,['Oom Paul'],Oom Paul,,,,,
John Kruk,krukjo01,"['Krukkie', 'The Krukker', 'Jake']",Krukkie,The Krukker,Jake,,,
Mike Krukow,krukomi01,"['The Polish Prince', 'Kruk']",The Polish Prince,Kruk,,,,
Jack Kucek,kucekja01,['Jackie'],Jackie,,,,,
Chad Kuhl,kuhlch01,"['Sasquatch', 'Chet']",Sasquatch,Chet,,,,
Walt Kuhn,kuhnwa01,['Red'],Red,,,,,
Duane Kuiper,kuipedu01,"['Kuip', 'Smoothie']",Kuip,Smoothie,,,,
Rusty Kuntz,kuntzru01,['Player'],Player,,,,,
Earl Kunz,kunzea01,['Pinches'],Pinches,,,,,
Hal Kurtz,kurtzha01,['Bud'],Bud,,,,,
Craig Kusick,kusiccr01,['Mongo'],Mongo,,,,,
Jules Kustus,kustuju01,"['Joe', 'Kul']",Joe,Kul,,,,
Bob Kuzava,kuzavbo01,['Sarge'],Sarge,,,,,
Steven Kwan,kwanst01,['The Chosen Kwan'],The Chosen Kwan,,,,,
Tommy La Stella,lasteto01,"['3 A.M.', 'TL']",3 A.M.,TL,,,,
George LaChance,lachaca01,['Candy'],Candy,,,,,
John Lackey,lackejo01,['Lack'],Lack,,,,,
Pete Ladd,laddpe01,"['Bigfoot', 'Sasquatch']",Bigfoot,Sasquatch,,,,
Doyle Lade,ladedo01,['Porky'],Porky,,,,,
Ed Lafitte,lafited01,['Doc'],Doc,,,,,
Juan Lagares,lagarju01,"['Angelo', 'Juan Jr']",Angelo,Juan Jr,,,,
Gerald Laird,lairdge01,['G-Money'],G-Money,,,,,
Nap Lajoie,lajoina01,"['Larry', 'Poli']",Larry,Poli,,,,
Eddie Lake,lakeed01,['Sparky'],Sparky,,,,,
Al Lakeman,lakemal01,['Moose'],Moose,,,,,
Tim Laker,lakerti01,['Lake Show'],Lake Show,,,,,
Jack Lamabe,lamabja01,"['Tomato Face', 'Tomatoes']",Tomato Face,Tomatoes,,,,
Hank LaManna,lamanfr02,['Hank'],Hank,,,,,
Frank Lamanske,lamanfr01,['Lefty'],Lefty,,,,,
Bill Lamar,lamarbi01,['Good Time Bill'],Good Time Bill,,,,,
Jake Lamb,lambja01,['Lambo'],Lambo,,,,,
Peter Lambert,lambepe01,['Lambo'],Lambo,,,,,
Dinelson Lamet,lametdi01,['El Flaco'],El Flaco,,,,,
Fred Lamlein,lamlifr01,['Dutch'],Dutch,,,,,
Gene Lamont,lamonge01,['Gino'],Gino,,,,,
Ken Landenberger,landeke01,['Red'],Red,,,,,
Hunter Lane,lanehu01,['Dodo'],Dodo,,,,,
Jason Lane,laneja01,['Laner'],Laner,,,,,
Bill Lange,langebi01,['Little Eva'],Little Eva,,,,,
Frank Lange,langefr01,"['Seagan', 'Bill']",Seagan,Bill,,,,
Johnny Lanning,lannijo01,"[""Tobacco Chewin' Johnny""]",Tobacco Chewin' Johnny,,,,,
Gene Lansing,lansige01,['Jigger'],Jigger,,,,,
Paul LaPalme,lapalpa01,['Lefty'],Lefty,,,,,
Andy Lapihuska,lapihan01,['Apples'],Apples,,,,,
Frank LaPorte,laporfr01,['Pot'],Pot,,,,,
Henry Larkin,larkihe01,['Ted'],Ted,,,,,
Bob Larmore,larmobo01,['Red'],Red,,,,,
Adam LaRoche,larocad01,"['The Rock', 'Rochy']",The Rock,Rochy,,,,
Harry LaRoss,larosha01,['Spike'],Spike,,,,,
Don Larsen,larsedo01,['Gooney Bird'],Gooney Bird,,,,,
Jason LaRue,larueja01,['Rusty'],Rusty,,,,,
Frank Lary,laryfr01,"['Mule', 'Taters', 'The Yankee Killer']",Mule,Taters,The Yankee Killer,,,
Lyn Lary,laryly01,['Broadway'],Broadway,,,,,
Tommy Lasorda,lasorto01,['Tommy'],Tommy,,,,,
Arlie Latham,lathaar01,['The Freshest Man On Earth'],The Freshest Man On Earth,,,,,
Jumbo Latham,lathaju01,['Jumbo'],Jumbo,,,,,
Bill Lattimore,lattibi01,['Slothful Bill'],Slothful Bill,,,,,
Eric Lauer,lauerer01,['Gomer'],Gomer,,,,,
Ramon Laureano,laurera01,"['Razor', 'Laser', 'Ramoncito']",Razor,Laser,Ramoncito,,,
Mike LaValliere,lavalmi01,['Spanky'],Spanky,,,,,
Ryan Lavarnway,lavarry01,['Varny'],Varny,,,,,
Bryan Lavastida,lavasbr01,['Lava'],Lava,,,,,
Derek Law,lawde01,"['D-Law', 'Lawdog']",D-Law,Lawdog,,,,
Vance Law,lawva01,['Long arm of the Law'],Long arm of the Law,,,,,
Vern Law,lawve01,"['Deacon', 'Preacher']",Deacon,Preacher,,,,
Garland Lawing,lawinga01,['Knobby'],Knobby,,,,,
Bob Lawrence,lawrebo01,['Larry'],Larry,,,,,
Brooks Lawrence,lawrebr01,['Bull'],Bull,,,,,
Otis Lawry,lawryot01,['Rabbit'],Rabbit,,,,,
Hillis Layne,laynehi01,['Tony'],Tony,,,,,
Tony Lazzeri,lazzeto01,"[""Poosh 'Em Up Tony""]",Poosh 'Em Up Tony,,,,,
Mike Leake,leakemi01,"['Sparky', 'Spike', 'Drip']",Sparky,Spike,Drip,,,
Fred Lear,learfr01,['King'],King,,,,,
Bill Leard,leardbi01,['Wild Bill'],Wild Bill,,,,,
John Leary,learyjo01,['Jack'],Jack,,,,,
Hal Leathers,leathha01,['Chuck'],Chuck,,,,,
Jack Leathersich,leathja01,['Leather Rocket'],Leather Rocket,,,,,
Wade LeBlanc,leblawa01,['Frenchy'],Frenchy,,,,,
George LeClair,laclage01,['Frenchy'],Frenchy,,,,,
Jose Leclerc,leclejo01,['Pico'],Pico,,,,,
Bill Lee,leebi02,['Big Bill'],Big Bill,,,,,
Bill Lee,leebi03,['Spaceman'],Spaceman,,,,,
Bob Lee,leebo01,"['Moose', 'Horse']",Moose,Horse,,,,
Carlos Lee,leeca01,['El Caballo'],El Caballo,,,,,
Dae-ho Lee,leeda02,"['Big Boy', 'Pig Tiger']",Big Boy,Pig Tiger,,,,
Derrek Lee,leede02,['D-Lee'],D-Lee,,,,,
Hal Lee,leeha01,['Sheriff'],Sheriff,,,,,
Manuel Lee,leema02,['Manny'],Manny,,,,,
Thornton Lee,leeth01,['Lefty'],Lefty,,,,,
Wyatt Lee,leewa01,['Watty'],Watty,,,,,
Sam Leever,leevesa01,"['Deacon', 'The Goshen Schoolmaster']",Deacon,The Goshen Schoolmaster,,,,
Bill LeFebvre,lefebbi01,['Lefty'],Lefty,,,,,
Jim Lefebvre,lefebji01,['Frenchy'],Frenchy,,,,,
Lou Legett,legetlo01,['Doc'],Doc,,,,,
Paul Lehner,lehnepa01,"['Peanuts', 'Gulliver']",Peanuts,Gulliver,,,,
Clarence Lehr,lehrcl01,['King'],King,,,,,
Norm Lehr,lehrno01,['King'],King,,,,,
Lefty Leifield,leifile01,['Lefty'],Lefty,,,,,
Mark Leiter Jr.,leitema02,['Junior'],Junior,,,,,
Bill Leith,leithbi01,['Shady Bill'],Shady Bill,,,,,
Don LeJohn,lejohdo01,['Ducky'],Ducky,,,,,
DJ LeMahieu,lemahdj01,"['Machine', 'Big Fundy']",Machine,Big Fundy,,,,
Mark Lemke,lemkema01,['Lemmer'],Lemmer,,,,,
Chet Lemon,lemonch01,['The Jet'],The Jet,,,,,
Don Lenhardt,lenhado01,['Footsie'],Footsie,,,,,
Bob Lennon,lennobo01,['Archie'],Archie,,,,,
Ed Lennox,lennoed01,['Eggie'],Eggie,,,,,
Arcenio Leon,leonar02,['Lion'],Lion,,,,,
Sandy Leon,leonsa01,['Noah'],Noah,,,,,
Elmer Leonard,leonael01,['Tiny'],Tiny,,,,,
Jeffrey Leonard,leonaje01,"['HacMan', 'One Flap Down', 'Penitentiary Face']",HacMan,One Flap Down,Penitentiary Face,,,
Dominic Leone,leonedo01,"['Dom', 'Dominator']",Dom,Dominator,,,,
Don Leppert,leppedo01,['Tiger'],Tiger,,,,,
Walt Lerian,leriawa01,['Peck'],Peck,,,,,
Louis LeRoy,leroylo01,['Chief'],Chief,,,,,
Curt Leskanic,leskacu01,"[""Let's Panic""]",Let's Panic,,,,,
Brad Lesley,leslebr01,['the Animal'],the Animal,,,,,
Sam Leslie,leslisa01,['Sambo'],Sambo,,,,,
Jon Lester,lestejo01,['Lefthander'],Lefthander,,,,,
Walt Leverenz,leverwa01,['Tiny'],Tiny,,,,,
Gorham Leverett,leverdi01,['Dixie'],Dixie,,,,,
Horace Leverette,leverho01,"['Levy', 'Hod']",Levy,Hod,,,,
Emil Levsen,levsedu01,['Dutch'],Dutch,,,,,
Artie Lewicki,lewicar01,['Lou'],Lou,,,,,
Allan Lewis,lewisal01,['The Panamanian Express'],The Panamanian Express,,,,,
Bill Lewis,lewisbi01,['Buddy'],Buddy,,,,,
Colby Lewis,lewisco01,['Cobra'],Cobra,,,,,
Ted Lewis,lewiste01,['Parson'],Parson,,,,,
Jim Leyritz,leyriji01,['The King'],The King,,,,,
Brad Lidge,lidgebr01,['Lights Out'],Lights Out,,,,,
Mike Lieberthal,liebemi01,['Lieby'],Lieby,,,,,
Glenn Liebhardt,liebhgl02,['Sandy'],Sandy,,,,,
Jim Lillie,lilliji01,['Grasshopper'],Grasshopper,,,,,
Jose Lima,limajo01,['Lima Time'],Lima Time,,,,,
Tzu-Wei Lin,lintz02,['Tzunami'],Tzunami,,,,,
Tim Lincecum,linceti01,"['The Freak', 'Big Time Timmy Jim']",The Freak,Big Time Timmy Jim,,,,
Adam Lind,lindad01,['Donnie'],Donnie,,,,,
Carl Lind,lindca01,['Hooks'],Hooks,,,,,
Jose Lind,lindjo01,['Chico'],Chico,,,,,
Jacob Lindgren,lindgja01,['The Strikeout Factory'],The Strikeout Factory,,,,,
Francisco Lindor,lindofr01,['Mr. Smile'],Mr. Smile,,,,,
Chris Lindsay,lindsch01,"['Pinky', 'The Crab']",Pinky,The Crab,,,,
Freddie Lindstrom,lindsfr01,['Lindy'],Lindy,,,,,
Fred Link,linkfr01,['Laddie'],Laddie,,,,,
Ed Linke,linkeed01,['Babe'],Babe,,,,,
Johnny Lipon,liponjo01,['Skids'],Skids,,,,,
Francisco Liriano,liriafr01,['Liri'],Liri,,,,,
Horace Lisenbee,lisenho01,['Hod'],Hod,,,,,
Mark Littell,littema01,['Country'],Country,,,,,
Zack Littell,litteza01,['Lit'],Lit,,,,,
Bryan Little,littlbr01,"['Twig', 'Like Me']",Twig,Like Me,,,,
Ben Lively,livelbe01,"['Bee-bo', 'Bebo']",Bee-bo,Bebo,,,,
Buddy Lively,livelbu01,['Red'],Red,,,,,
Clem Llewellyn,llewecl01,['Lew'],Lew,,,,,
John Henry Lloyd,lloydjo99,['Pop'],Pop,,,,,
Kyle Lloyd,lloydky01,['Harry'],Harry,,,,,
Jonathan Loaisiga,loaisjo01,['Jonny Lasagna'],Jonny Lasagna,,,,,
Jose Lobaton,lobatjo01,['Lobi'],Lobi,,,,,
Hans Lobert,loberha01,['Honus'],Honus,,,,,
Tim Locastro,locasti01,"['Timmy', 'Timmylo']",Timmy,Timmylo,,,,
Jeff Locke,lockeje01,['Lockeness'],Lockeness,,,,,
Dario Lodigiani,lodigda01,['Lodi'],Lodi,,,,,
Bob Logan,loganbo01,['Lefty'],Lefty,,,,,
Boone Logan,loganbo02,['Booner'],Booner,,,,,
Johnny Logan,loganjo01,['Yatcha'],Yatcha,,,,,
Jack Lohrke,lohrkja01,['Lucky'],Lucky,,,,,
Ernie Lombardi,lombaer01,"['Schnozz', 'Bocci']",Schnozz,Bocci,,,,
Herman Long,longhe01,"['Germany', 'Flying Dutchman']",Germany,Flying Dutchman,,,,
Tom Long,longto02,['Little Hawk'],Little Hawk,,,,,
Evan Longoria,longoev01,['Longo'],Longo,,,,,
Eddie Lopat,lopated01,"['The Junkman', 'Steady Eddie']",The Junkman,Steady Eddie,,,,
Stan Lopata,lopatst01,['Stash'],Stash,,,,,
Aurelio Lopez,lopezau01,['Senor Smoke'],Senor Smoke,,,,,
Hector Lopez,lopezhe01,"['The Panama Clipper', 'What a Pair of Hands']",The Panama Clipper,What a Pair of Hands,,,,
Jorge Lopez,lopezjo02,['El Pichu'],El Pichu,,,,,
Nicky Lopez,lopezni01,['Shorts'],Shorts,,,,,
Pablo Lopez,lopezpa01,['Pache'],Pache,,,,,
Reynaldo Lopez,lopezre01,['Rey'],Rey,,,,,
Yoan Lopez,lopezyo01,['El Asere'],El Asere,,,,,
Bris Lord,lordbr01,['The Human Eyeball'],The Human Eyeball,,,,,
Michael Lorenzen,lorenmi01,"['Cowboy', 'Zen Master']",Cowboy,Zen Master,,,,
Joe Lotz,lotzjo01,['Smokey'],Smokey,,,,,
William Louden,loudeba01,['Baldy'],Baldy,,,,,
Aaron Loup,loupaa01,"['Loupy', 'Wolf']",Loupy,Wolf,,,,
Richard Lovelady,lovelri01,['Love'],Love,,,,,
Torey Lovullo,lovulto01,['Sal'],Sal,,,,,
Grover Lowdermilk,lowdegr01,['Slim'],Slim,,,,,
Bobby Lowe,lowebo01,['Link'],Link,,,,,
Brandon Lowe,lowebr01,['Bamm-Bamm'],Bamm-Bamm,,,,,
George Lowe,lowege01,['Doc'],Doc,,,,,
Jed Lowrie,lowrije01,['Jedi'],Jedi,,,,,
Ed Lucas,lucased01,['Eddie Lu'],Eddie Lu,,,,,
Fred Lucas,lucasfr01,['Fritz'],Fritz,,,,,
Johnny Lucas,lucasjo01,['Buster'],Buster,,,,,
Ray Lucas,lucasra01,['Luke'],Luke,,,,,
Red Lucas,lucasre01,['The Nashville Narcissus'],The Nashville Narcissus,,,,,
Joey Lucchesi,lucchjo01,"['Fuego', 'Joey Fuego']",Fuego,Joey Fuego,,,,
Joe Lucey,luceyjo01,['Scootch'],Scootch,,,,,
Jonathan Lucroy,lucrojo01,['Luc'],Luc,,,,,
Donny Lucy,lucydo01,['Donny'],Donny,,,,,
Willie Ludolph,ludolwi01,['Wee Willie'],Wee Willie,,,,,
Seth Lugo,lugose01,['Quarterrican'],Quarterrican,,,,,
Eddie Lukon,lukoned01,['Mongoose'],Mongoose,,,,,
Harry Lumley,lumleha01,['Judge'],Judge,,,,,
Jordan Luplow,luplojo01,"['Lup', 'Loop']",Lup,Loop,,,,
Dolf Luque,luquedo01,['The Pride Of Havana'],The Pride Of Havana,,,,,
Jesus Luzardo,luzarje01,['Lizard King'],Lizard King,,,,,
Greg Luzinski,luzingr01,['the Bull'],the Bull,,,,,
Sparky Lyle,lylesp01,"['Sparky', 'The Count']",Sparky,The Count,,,,
Jordan Lyles,lylesjo01,['Jordy'],Jordy,,,,,
Jerry Lynch,lynchje01,['The Hat'],The Hat,,,,,
Walt Lynch,lynchwa01,['Jabber'],Jabber,,,,,
Byrd Lynn,lynnby01,['Birdie'],Birdie,,,,,
Lance Lynn,lynnla01,['ML2'],ML2,,,,,
Ed Lyons,lyonsed01,['Mouse'],Mouse,,,,,
Steve Lyons,lyonsst01,['Psycho'],Psycho,,,,,
Ted Lyons,lyonste01,['Sunday Teddy'],Sunday Teddy,,,,,
Tony Lyons,lyonsge01,['Smooth'],Smooth,,,,,
Dad Lytle,lytleda01,['Pop'],Pop,,,,,
Mike MacDougal,macdomi01,['Mac the Ninth'],Mac the Ninth,,,,,
Danny MacFayden,macfada01,['Deacon Danny'],Deacon Danny,,,,,
Dixon Machado,machadi01,"['Skippy', 'Mowly', 'Mongli']",Skippy,Mowly,Mongli,,,
Manny Machado,machama01,"['Hakuna Machado', 'Baby Face Assassin', 'El Ministro de Defensa', 'Mr. Miami']",Hakuna Machado,Baby Face Assassin,El Ministro de Defensa,Mr. Miami,,
Dave Machemer,macheda01,['Mach One'],Mach One,,,,,
Jean Machi,machije01,['Baquiro'],Baquiro,,,,,
Connie Mack,mackco01,"['The Grand Old Man of Baseball', 'The Tall Tactician']",The Grand Old Man of Baseball,The Tall Tactician,,,,
Frank Mack,mackfr01,['Stubby'],Stubby,,,,,
Jimmy Macullar,maculji01,['Little Mac'],Little Mac,,,,,
Frank Madden,maddefr01,['Red'],Red,,,,,
Len Madden,maddele01,['Lefty'],Lefty,,,,,
Joe Maddon,maddojo99,['Joey'],Joey,,,,,
Austin Maddox,maddoau01,['Madd Dawg'],Madd Dawg,,,,,
Garry Maddox,maddoga01,['Secretary of Defense'],Secretary of Defense,,,,,
Greg Maddux,maddugr01,"['Mad Dog', 'The Professor']",Mad Dog,The Professor,,,,
Mike Maddux,maddumi01,['Mad K9'],Mad K9,,,,,
William Madigan,madigto01,['Tice'],Tice,,,,,
Bill Madlock,madlobi01,['Mad Dog'],Mad Dog,,,,,
Nick Madrigal,madrini01,['Nicky Two Strikes'],Nicky Two Strikes,,,,,
Ryan Madson,madsory01,"['Mad Dog', 'Blest']",Mad Dog,Blest,,,,
Kenta Maeda,maedake01,['MaeKen'],MaeKen,,,,,
Dave Magadan,magadda01,['Mags'],Mags,,,,,
Matt Magill,magilma01,['Goose'],Goose,,,,,
Sal Maglie,maglisa01,['The Barber'],The Barber,,,,,
Damien Magnifico,magnida01,['Wild Thing'],Wild Thing,,,,,
George Magoon,magooge01,"['Maggie', 'Topsy']",Maggie,Topsy,,,,
Roy Mahaffey,mahafro01,['Popeye'],Popeye,,,,,
Tyler Mahle,mahlety01,['Mal'],Mal,,,,,
Al Mahon,mahonal01,['Lefty'],Lefty,,,,,
Jim Mahoney,mahonji01,['Moe'],Moe,,,,,
Mike Mahoney,mahonmi01,['Big Mike'],Big Mike,,,,,
Mikie Mahtook,mahtomi01,['Night Hawk'],Night Hawk,,,,,
Luke Maile,mailelu01,"['Mailes', 'Lukey Barrels']",Mailes,Lukey Barrels,,,,
Emil Mailho,mailhem01,['Lefty'],Lefty,,,,,
Duster Mails,mailsdu01,"['Walter', 'The Great']",Walter,The Great,,,,
Willard Mains,mainswi01,['Grasshopper'],Grasshopper,,,,,
Fritz Maisel,maisefr01,['Flash'],Flash,,,,,
Hank Majeski,majesha01,['Heeney'],Heeney,,,,,
John Malarkey,malarjo01,['Liz'],Liz,,,,,
Martin Maldonado,maldoma01,"['Cascajo', 'Valdez', 'Martincito', 'Machete']",Cascajo,Valdez,Martincito,Machete,,
Ben Mallonee,mallobe01,['Lefty'],Lefty,,,,,
Jim Mallory,malloji01,['Sunny Jim'],Sunny Jim,,,,,
Sheldon Mallory,mallosh01,['Shell'],Shell,,,,,
Alex Malloy,malloal01,['Lick'],Lick,,,,,
Herm Malloy,mallohe01,['Tug'],Tug,,,,,
Harry Malmberg,malmbha01,['Swede'],Swede,,,,,
Paul Maloy,maloypa01,['Biff'],Biff,,,,,
Gordon Maltzberger,maltzgo01,['Maltzy'],Maltzy,,,,,
Sean Manaea,manaese01,"['Baby Giraffe', 'Da Kid', 'Manaealator']",Baby Giraffe,Da Kid,Manaealator,,,
Trey Mancini,mancitr01,"['Boomer', 'Boom Boom']",Boomer,Boom Boom,,,,
Gus Mancuso,mancugu01,['Blackie'],Blackie,,,,,
Leo Mangum,mangule01,['Blackie'],Blackie,,,,,
Clyde Manion,maniocl01,['Pete'],Pete,,,,,
